STATION_ID,PIMS_NUMBER,SAMPLE_NUMBER,SAMPLE_DESCRIPTION,ALUMINUM_UG_G_DRY,ANTIMONY_UG_G_DRY,ARSENIC_UG_G_DRY,BARIUM_UG_G_DRY,BERYLLIUM_UG_G_DRY,CADMIUM_UG_G_DRY,CALCIUM_UG_G_DRY,CHROMIUM_+6_REACTIVE_UG_G_DRY,CHROMIUM_UG_G_DRY,COBALT_UG_G_DRY,COPPER_UG_G_DRY,IRON_UG_G_DRY,LEAD_UG_G_DRY,MAGNESIUM_UG_G_DRY,MANGANESE_UG_G_DRY,MERCURY_UG_G_DRY,MOLYBDENUM_UG_G_DRY,NICKEL_UG_G_DRY,NITRITE_NITRATE_UG_G_DRY,NITROGEN_TOTAL_%,PHOSPHORUS_MG_G_DRY,POTASSIUM_UG_G_DRY,SELENIUM_UG_G_DRY,SILVER_UG_G_DRY,SODIUM_ADSORPTION_RATIO_SAR_MEQ_L,SODIUM_UG_G_DRY,STRONTIUM_UG_G_DRY,SULFUR__%,THALLIUM_UG_G_DRY,TITANIUM_UG_G_DRY,URANIUM_UG_G_DRY,VANADIUM_UG_G_DRY,ZINC_UG_G_DRY,CONDUCTIVITY_MS_CM,PH_IN_DISTILLED_WATER_SOLUTION,SAMPLE_DATE
3008006,8377,6027,SOIL 0-5 CM,14650,0.05,39.0,70.3,0.5,0.190000,7170.00,0.5,23.0,7.6,9.0,20900,76,3930,426,0.04,0.16,9.7,9.9,0.22,0.90,2540,0.40,0.07,0.041,252,19,0.044,0.5,3720,0.9,34,53,0.24,6.70,31/07/1991
3008007,8378,6029,SOIL 0-5 CM,15970,0.20,14.4,61.1,0.5,0.300000,29200.00,0.5,17.0,8.1,65.0,26500,33,11370,1355,0.07,0.60,10.5,22.6,0.27,0.82,2720,0.30,0.11,0.083,120,27,0.046,0.6,3070,0.7,25,65,0.26,7.00,02/08/1991
3008007,8378,6030,SOIL 0-5 CM,15040,0.10,12.1,60.9,0.5,0.280000,24900.00,0.5,17.0,8.5,58.0,23100,28,10320,1313,0.08,0.70,10.7,20.2,0.30,0.94,2550,0.30,0.15,0.092,136,28,0.047,0.5,3250,0.7,27,62,0.29,7.00,02/08/1991
3008008,8379,6031,SOIL 0-5 CM,8530,0.05,8.2,37.5,0.3,0.370000,2160.00,0.5,13.0,4.1,6.0,18150,32,1424,692,0.07,0.60,5.0,0.7,0.21,0.70,578,0.80,0.02,0.117,112,9,0.044,0.5,3700,0.8,28,56,0.10,4.60,01/08/1991
3008008,8379,6032,SOIL 0-5 CM,9180,0.60,7.5,35.3,0.3,0.350000,2050.00,0.5,13.0,4.0,5.0,18380,30,1471,642,0.06,0.30,4.9,0.6,0.19,0.82,583,0.80,0.04,0.061,205,8,0.035,0.5,4110,0.8,28,55,0.09,4.60,01/08/1991
3008008,8379,6033,SOIL 0-5 CM,8830,0.05,8.0,37.9,0.3,0.480000,2670.00,0.5,14.0,4.4,6.0,18990,37,1593,719,0.08,0.30,5.4,0.9,0.22,0.78,655,1.00,0.05,0.093,148,10,0.036,0.5,3610,0.8,31,62,0.11,4.70,01/08/1991
3008009,8589,6022,SOIL 0-5 CM,8990,0.40,2.2,118.0,0.4,0.450000,5190.00,0.5,15.0,9.2,7.0,21100,22,2180,655,0.09,0.05,6.2,28.7,0.31,0.91,783,0.60,0.15,0.057,192,17,0.039,0.5,4850,1.7,47,86,0.23,4.80,19/06/1991
4008013,8547,1110,SOIL 0-5 CM,8630,0.06,0.6,51.2,0.4,0.140000,17080.00,0.5,15.0,5.8,10.0,16070,9,7140,391,0.00,0.05,7.7,5.0,0.12,0.69,939,0.13,0.14,0.524,323,22,0.028,0.5,3260,1.2,30,41,0.30,7.10,26/06/1991
4008013,8547,1111,SOIL 0-5 CM,9020,0.20,0.6,52.5,0.4,0.140000,16900.00,0.5,17.0,7.0,8.0,18210,10,7230,399,0.13,0.05,8.6,5.0,0.12,0.73,1000,0.10,0.15,0.596,384,25,0.028,0.5,3810,1.5,36,44,0.35,6.90,26/06/1991
4008014,8548,1112,SOIL 0-5 CM,16160,0.15,1.8,208.0,0.5,0.330000,4860.00,0.5,20.0,8.8,13.0,25800,31,4410,1360,0.09,0.05,10.7,5.0,0.40,1.21,1145,0.20,0.16,0.077,269,23,0.041,1.5,4180,0.5,44,114,0.10,5.30,26/06/1991
4008014,8548,1114,SOIL 0-5 CM,17390,0.40,1.8,203.0,0.5,0.360000,5150.00,0.5,25.0,10.1,9.0,31800,27,4580,1747,0.09,0.05,12.2,5.0,0.36,1.14,1155,0.40,0.17,0.185,389,23,0.030,0.5,4250,1.2,54,101,0.10,5.00,26/06/1991
4008015,8549,1115,SOIL 0-5 CM,28400,0.09,2.5,156.0,1.0,0.210000,5390.00,0.5,38.0,13.3,18.0,29600,40,7240,455,0.08,0.05,19.7,5.0,0.31,0.78,4430,0.20,0.15,0.250,573,36,0.023,0.5,4610,0.6,66,102,0.13,5.30,25/06/1991
4008015,8549,1116,SOIL 0-5 CM,27400,0.20,2.6,166.0,0.9,0.240000,5910.00,0.5,42.0,13.6,16.0,34400,42,8250,485,0.08,0.05,21.4,5.0,0.30,0.74,4730,0.40,0.13,0.350,403,38,0.027,0.5,4840,1.5,66,107,0.12,5.00,25/06/1991
4008015,8549,1117,SOIL 0-5 CM,26500,0.40,2.6,165.0,0.9,0.300000,6010.00,0.5,42.0,13.7,16.0,34100,43,8180,489,0.08,0.05,21.0,5.0,0.33,0.74,4470,0.40,0.13,0.317,407,38,0.028,0.5,4650,1.5,67,104,0.13,5.05,25/06/1991
4008016,8369,1118,SOIL 0-5 CM,12340,0.20,2.9,56.6,0.4,0.210000,7960.00,0.5,17.0,5.4,11.0,18780,23,3670,488,0.10,0.30,6.9,22.8,0.22,0.86,1588,0.30,0.02,0.055,197,18,0.043,0.5,2890,0.9,28,45,0.33,6.65,13/08/1991
4008016,8369,1119,SOIL 0-5 CM,10300,0.10,3.0,48.9,0.4,0.220000,6500.00,0.5,15.0,4.5,10.0,16110,22,3010,377,0.10,0.30,5.5,22.8,0.23,0.87,1170,0.30,0.02,0.095,171,15,0.044,0.5,2450,0.8,25,39,0.30,6.55,13/08/1991
4008016,8369,1120,SOIL 0-5 CM,12310,0.05,2.9,57.0,0.4,0.250000,6980.00,0.5,17.0,5.2,11.0,19030,22,3280,575,0.11,0.30,6.7,25.1,0.23,0.86,1545,0.30,0.02,0.050,192,16,0.048,0.5,2730,0.8,28,49,0.30,6.55,13/08/1991
4008017,8550,1121,SOIL 0-5 CM,17090,0.05,2.3,70.9,0.5,0.220000,4790.00,0.5,25.0,7.0,8.0,20500,18,3700,801,0.06,0.05,8.6,2.9,0.17,0.57,1652,0.40,0.03,0.087,377,24,0.042,0.5,3360,0.9,29,44,0.09,5.90,13/08/1991
4008017,8550,1122,SOIL 0-5 CM,16010,0.05,2.2,70.6,0.5,0.240000,5370.00,0.5,16.0,6.2,8.0,12960,17,3780,821,0.06,0.05,8.4,2.2,0.17,0.58,1637,0.30,0.02,0.079,331,23,0.045,0.5,3110,0.9,1,44,0.09,5.90,13/08/1991
3008018,8596,6055,SOIL 0-5 CM,18150,0.40,16.8,99.6,0.8,0.260000,3930.00,0.5,22.0,10.7,78.0,28700,48,3850,2660,0.10,0.05,18.9,13.0,0.17,0.89,4180,0.40,0.16,0.469,119,24,0.040,0.5,3000,1.8,40,76,0.16,6.30,03/07/1991
3008018,8596,6056,SOIL 0-5 CM,18960,0.20,14.0,110.0,0.8,0.350000,3640.00,0.5,24.0,11.8,93.0,29900,53,3670,3050,0.10,0.05,22.5,17.0,0.20,1.05,4520,0.70,0.15,0.508,95,26,0.029,0.5,2860,0.8,40,91,0.16,6.05,03/07/1991
3008018,8596,6057,SOIL 0-5 CM,18550,0.20,17.1,115.0,0.8,0.350000,3090.00,0.5,23.0,12.1,97.0,30400,56,3530,3380,0.10,0.05,22.7,18.0,0.20,1.11,4550,0.90,0.14,0.478,82,23,0.027,0.5,2760,0.9,28,94,0.17,5.65,03/07/1991
3008019,8597,6058,SOIL 0-5 CM,14170,0.18,10.0,77.9,0.6,0.150000,52100.00,0.5,85.0,6.9,17.0,19930,17,5960,490,0.07,0.10,11.7,4.6,0.33,1.04,2400,0.30,0.12,1.960,536,81,0.062,0.5,2890,0.7,51,51,1.07,7.15,04/07/1991
3008019,8597,6059,SOIL 0-5 CM,14350,0.20,6.9,75.0,0.5,0.200000,52000.00,0.5,79.0,6.7,14.0,20800,17,6110,440,0.07,0.05,11.7,9.1,0.28,1.04,2460,0.50,0.10,1.590,515,77,0.054,0.5,2640,0.7,50,50,0.97,7.40,04/07/1991
3008019,8597,6060,SOIL 0-5 CM,13120,0.05,7.0,73.8,0.5,0.270000,50800.00,0.5,84.0,6.7,14.0,20100,17,5730,431,0.07,0.50,10.4,8.2,0.29,1.05,2160,0.40,0.10,1.620,476,77,0.044,0.5,2800,0.6,31,51,1.12,7.40,04/07/1991
3008020,8598,6061,SOIL 0-5 CM,18440,0.60,2.6,104.0,1.2,0.410000,5960.00,0.5,27.0,10.5,43.0,29700,112,4520,401,0.08,0.40,23.6,5.0,0.26,1.14,4290,0.60,0.12,0.155,173,44,0.059,0.5,3820,1.2,41,113,0.19,6.90,02/07/1991
3008020,8598,6062,SOIL 0-5 CM,19850,0.30,17.4,101.0,1.0,0.280000,6390.00,0.5,28.0,10.5,46.0,29100,117,4730,455,0.17,0.10,30.3,5.5,0.29,1.41,6130,0.90,0.11,0.212,184,35,0.065,0.5,3520,0.9,42,126,0.19,6.95,02/07/1991
3008020,8598,6063,SOIL 0-5 CM,16300,0.40,17.0,90.6,1.1,0.440000,5630.00,0.5,24.0,9.7,45.0,27100,106,4130,405,0.15,0.10,21.1,5.5,0.28,1.31,4470,0.90,0.12,0.208,144,40,0.067,0.5,3650,0.8,38,118,0.19,6.80,02/07/1991
3008021,8599,6064,SOIL 0-5 CM,11920,0.05,2.6,56.8,0.5,0.140000,23900.00,0.5,18.0,6.1,9.0,21000,12,3710,498,0.05,0.16,6.8,22.0,0.13,1.01,1772,0.30,0.16,0.930,370,40,0.048,0.5,3460,1.0,36,32,0.48,7.35,17/07/1991
3008021,8599,6065,SOIL 0-5 CM,11190,0.05,2.1,57.0,0.5,0.130000,21800.00,0.5,17.0,5.5,14.0,20000,12,3310,452,0.04,0.05,6.9,23.4,0.11,1.04,1511,0.40,0.15,1.050,266,39,0.048,0.5,3680,1.1,33,33,0.51,7.45,17/07/1991
3008021,8599,6066,SOIL 0-5 CM,11510,0.05,2.2,57.8,0.5,0.140000,23200.00,0.5,17.0,5.4,9.0,21100,12,3360,461,0.05,0.05,7.0,21.7,0.12,1.04,1487,0.40,0.16,0.910,251,36,0.047,0.5,3410,0.8,31,34,0.50,7.40,17/07/1991
3008022,8382,6067,SOIL 0-5 CM,8230,0.20,4.8,42.7,0.4,0.260000,8630.00,0.5,14.0,4.6,7.0,15060,20,2130,354,0.03,0.06,5.9,1.2,0.25,0.73,1258,0.70,0.06,0.063,198,22,0.061,0.5,2860,0.8,25,49,0.34,6.95,31/07/1991
3008022,8382,6068,SOIL 0-5 CM,8420,0.20,1.4,42.9,0.4,0.330000,7640.00,0.5,14.0,4.6,8.0,16690,22,1981,360,0.05,0.14,5.9,1.5,0.22,0.83,1105,0.30,0.02,0.088,181,19,0.036,0.5,2680,0.8,24,53,0.21,6.60,31/07/1991
3008022,8382,6069,SOIL 0-5 CM,9000,0.20,4.7,43.3,0.4,0.260000,8580.00,0.5,16.0,5.1,8.0,15610,23,2270,370,0.05,0.50,6.5,1.5,0.23,0.67,1317,0.60,0.04,0.068,209,22,0.056,0.5,2860,1.0,26,53,0.28,7.10,31/07/1991
3008023,8383,6013,SOIL 0-5 CM,9410,0.05,1.3,55.8,0.3,0.200000,2390.00,0.5,13.0,6.3,6.3,19600,25,2080,349,0.08,0.20,5.8,6.9,0.28,0.88,712,0.60,0.15,0.191,173,12,0.084,1.0,5720,0.8,35,51,0.11,4.65,18/07/1991
3008023,8383,6014,SOIL 0-5 CM,10220,0.08,1.3,58.2,0.4,0.300000,2950.00,0.5,14.0,7.9,7.9,21200,25,2390,465,0.09,0.30,6.4,7.5,0.27,0.87,790,0.50,0.16,0.066,204,11,0.073,1.0,4480,0.5,37,47,0.12,4.60,18/07/1991
3008023,8383,6015,SOIL 0-5 CM,8760,0.08,1.5,67.5,0.3,0.310000,2670.00,0.5,13.0,6.8,6.8,18340,28,2050,400,0.10,0.30,6.1,4.8,0.28,0.95,719,0.60,0.14,0.055,160,14,0.071,0.5,4570,0.5,34,56,0.09,4.70,18/07/1991
3008024,8600,6071,SOIL 0-5 CM,12300,0.20,3.4,38.0,0.5,0.150000,3370.00,0.5,20.0,7.1,15.0,21000,33,2600,322,0.05,0.05,11.8,2.4,0.09,0.74,2040,0.50,0.05,0.224,196,15,0.024,0.5,3410,0.7,39,52,0.06,5.70,02/07/1991
3008024,8600,6072,SOIL 0-5 CM,12010,0.05,3.4,35.3,0.5,0.170000,2490.00,0.5,18.0,6.6,14.0,18240,31,2380,286,0.05,0.05,11.4,2.1,0.10,0.74,1684,0.50,0.09,0.254,133,12,0.020,0.5,3480,0.6,32,50,0.06,5.25,02/07/1991
3008025,8601,6073,SOIL 0-5 CM,10060,0.60,5.8,42.8,0.5,0.150000,15190.00,0.5,17.0,5.6,17.0,15300,37,3770,277,0.16,0.20,10.8,14.0,0.24,0.91,1859,0.20,0.08,0.297,217,29,0.051,0.5,2260,0.9,26,51,0.31,7.35,02/07/1991
3008025,8601,6074,SOIL 0-5 CM,9740,0.05,3.9,42.0,0.5,0.190000,15270.00,0.5,16.0,5.4,18.0,14700,36,3820,269,0.08,0.05,12.8,5.1,0.22,0.94,1760,0.40,0.05,0.314,220,30,0.042,0.5,2640,0.6,26,50,0.27,7.65,02/07/1991
3008025,8601,6075,SOIL 0-5 CM,10740,0.05,4.0,45.9,0.5,0.190000,15250.00,0.5,17.0,6.0,18.0,16300,35,3820,293,0.07,0.05,11.9,4.7,0.23,0.92,2300,0.40,0.04,0.304,294,32,0.042,0.5,2560,0.6,31,52,0.25,7.65,24/07/1991
3008026,8384,6076,SOIL 0-5 CM,19530,0.12,9.0,72.3,0.7,0.270000,42500.00,0.5,24.0,7.7,14.0,26100,39,5920,603,0.07,0.05,10.7,28.4,0.38,1.03,3310,0.80,0.12,0.040,242,80,0.072,0.5,2730,1.2,35,72,0.36,7.10,01/08/1991
3008026,8384,6077,SOIL 0-5 CM,17590,0.18,11.1,65.0,0.6,0.360000,40000.00,0.5,22.0,6.8,13.0,23200,39,5610,489,0.08,0.05,9.4,39.8,0.38,1.10,3400,0.70,0.10,0.042,228,74,0.062,0.5,2670,1.0,31,67,0.40,7.10,01/08/1991
3008026,8384,6078,SOIL 0-5 CM,19440,0.15,9.9,70.7,0.7,0.240000,39800.00,0.5,24.0,7.4,13.0,25200,36,6100,602,0.09,0.05,9.8,38.0,0.39,1.07,3850,0.70,0.07,0.050,288,77,0.078,0.5,2580,1.0,34,69,0.38,7.15,01/08/1991
3008027,8602,6079,SOIL 0-5 CM,15060,0.05,4.0,72.7,0.5,0.200000,3840.00,0.5,19.0,5.9,8.0,21600,30,2390,810,0.05,0.60,8.6,2.0,0.15,0.61,1028,0.30,0.08,0.113,268,13,0.028,0.5,3830,0.8,43,51,0.61,6.10,03/07/1991
3008027,8602,6080,SOIL 0-5 CM,13680,0.10,2.6,75.5,0.4,0.220000,3260.00,0.5,17.0,5.6,8.0,20300,25,2090,840,0.05,0.05,9.0,2.4,0.16,0.73,1023,0.50,0.03,0.111,190,12,0.024,0.5,3910,0.5,38,54,0.07,5.90,03/07/1991
3008027,8602,6081,SOIL 0-5 CM,13940,0.05,2.7,70.4,0.5,0.220000,3140.00,0.5,16.0,5.7,8.0,20400,25,2080,785,0.04,0.05,8.0,2.0,0.16,0.68,960,0.50,0.04,0.163,219,11,0.024,0.5,4090,0.6,37,51,0.06,5.85,03/07/1991
4008001,8534,1073,SOIL 0-5 CM,16370,0.40,1.0,73.2,0.1,0.160000,5000.00,0.5,37.0,7.1,3.0,20700,13,5910,602,0.04,0.15,15.7,5.0,0.19,0.64,2400,0.20,0.15,0.431,368,27,0.027,0.5,2820,2.5,49,50,0.14,5.50,10/06/1991
4008001,8534,1074,SOIL 0-5 CM,15740,0.05,1.3,71.7,0.6,0.000000,4410.00,0.5,49.0,11.0,15.0,20200,18,5890,671,0.04,0.05,20.9,3.9,0.20,0.67,2180,0.40,0.12,0.440,273,31,0.029,0.5,2900,1.7,42,58,0.20,5.15,10/06/1991
4008001,8534,1075,SOIL 0-5 CM,15650,0.20,1.1,66.9,0.6,0.000000,4240.00,0.5,43.0,10.9,14.0,20100,19,5800,549,0.05,0.05,19.8,3.0,0.22,0.73,2100,0.30,0.12,0.443,288,28,0.019,0.5,3035,1.7,40,55,0.16,5.10,10/06/1991
4008002,8535,1076,SOIL 0-5 CM,13010,0.06,0.6,49.7,0.1,0.130000,5310.00,0.5,23.0,3.4,2.0,19820,9,3790,303,0.02,0.18,10.2,5.0,0.14,0.88,894,0.12,0.06,0.068,305,21,0.027,1.7,3290,1.7,45,28,0.16,6.15,10/06/1991
4008002,8535,1077,SOIL 0-5 CM,10150,0.05,1.0,49.7,0.4,0.090000,4970.00,0.5,28.0,6.2,11.0,15790,13,3340,258,0.02,0.05,12.1,2.6,0.15,0.83,1306,0.16,0.07,0.091,278,21,0.024,0.5,3010,1.7,34,29,0.21,5.70,10/06/1991
4008002,8535,1078,SOIL 0-5 CM,9810,0.05,1.0,47.3,0.4,0.050000,5290.00,0.5,28.0,6.7,10.0,15460,11,3400,259,0.02,0.05,12.3,2.6,0.13,0.90,1261,0.16,0.05,0.083,288,22,0.024,0.5,3070,1.6,33,29,0.15,5.75,10/06/1991
4008003,8536,1079,SOIL 0-5 CM,17200,0.09,2.8,64.0,0.1,0.360000,8140.00,0.5,20.0,3.7,8.0,23200,17,3870,576,0.07,0.60,10.2,9.7,0.36,1.23,2140,0.50,0.14,0.083,304,30,0.053,0.5,3580,2.1,43,70,0.23,6.30,11/06/1991
4008003,8536,1080,SOIL 0-5 CM,15090,0.18,2.6,63.0,0.7,0.290000,8870.00,0.5,24.0,6.9,16.0,20300,18,3880,590,0.08,0.20,12.4,3.6,0.33,1.30,2210,0.60,0.10,0.104,359,34,0.051,0.5,3560,2.1,37,37,0.43,6.05,11/06/1991
4008003,8536,1081,SOIL 0-5 CM,16190,0.30,2.6,69.8,0.8,0.260000,8830.00,0.5,22.0,6.4,16.0,21500,21,3820,565,0.08,0.20,12.2,6.3,0.38,1.30,2430,0.60,0.10,0.089,336,37,0.063,0.5,3630,2.2,38,65,0.24,6.15,11/06/1991
4008004,8537,1083,SOIL 0-5 CM,24300,0.20,5.3,105.0,1.0,0.190000,8290.00,0.5,39.0,9.8,23.0,25500,26,5980,1072,0.07,0.10,19.2,11.9,0.36,2.29,6280,0.40,0.13,0.061,218,41,0.047,0.5,3180,1.8,41,73,0.21,5.90,11/06/1991
4008004,8537,1084,SOIL 0-5 CM,23900,0.08,5.1,113.0,0.9,0.170000,8070.00,0.5,34.0,9.7,21.0,24800,25,5960,1070,0.06,0.05,19.4,13.4,0.36,2.28,6160,0.40,0.13,0.059,232,36,0.054,0.5,3330,1.7,39,77,0.28,5.95,11/06/1991
4008005,8360,1085,SOIL 0-5 CM,18100,0.50,2.3,71.7,0.5,0.250000,5510.00,0.5,28.0,8.2,16.0,20000,19,4380,337,0.06,0.05,15.4,9.3,0.27,0.76,1325,0.30,0.13,0.171,201,23,0.045,0.5,2580,1.5,35,64,0.12,6.00,11/06/1991
4008005,8360,1086,SOIL 0-5 CM,17210,0.05,5.0,70.1,0.5,0.180000,6170.00,0.5,31.0,8.0,13.0,19200,21,4150,371,0.07,0.10,13.8,11.0,0.26,0.79,1467,0.40,0.10,0.237,226,27,0.059,0.5,2450,1.8,36,60,0.15,6.10,11/06/1991
4008005,8360,1087,SOIL 0-5 CM,17370,0.10,5.4,68.8,0.5,0.190000,6430.00,0.5,31.0,8.0,15.0,19630,21,4200,378,0.05,0.05,13.7,15.0,0.28,0.83,1507,0.40,0.09,0.130,226,27,0.053,0.5,2410,1.7,36,59,0.16,6.15,11/06/1991
4008006,8361,1088,SOIL 0-5 CM,18530,0.60,2.8,76.1,0.7,0.210000,12460.00,0.5,24.0,7.6,19.0,23600,23,6350,403,0.08,0.05,15.6,16.0,0.24,0.76,3040,0.30,0.14,0.082,190,26,0.045,0.5,3640,1.4,43,65,0.35,6.90,11/06/1991
4008006,8361,1089,SOIL 0-5 CM,16770,0.05,3.5,72.7,0.6,0.180000,12440.00,0.5,25.0,7.6,16.0,22200,24,6900,408,0.09,0.05,15.9,5.9,0.22,0.87,3340,0.40,0.06,0.174,181,29,0.032,0.5,3470,0.8,39,60,0.23,7.15,11/06/1991
4008006,8361,1090,SOIL 0-5 CM,16590,0.08,3.2,70.8,0.6,0.200000,10940.00,0.5,24.0,7.4,16.0,21900,22,6290,390,0.07,0.05,15.3,7.5,0.23,0.82,2950,0.40,0.07,0.185,171,27,0.037,0.5,3580,1.8,38,60,0.22,7.30,11/06/1991
4008007,8540,1091,SOIL 0-5 CM,23700,0.05,3.1,101.0,0.9,0.260000,14490.00,0.5,32.0,10.9,31.0,29700,36,8800,935,0.12,0.05,23.2,12.0,0.44,1.94,7080,0.30,0.17,0.066,147,27,0.068,0.5,3470,1.6,40,68,0.32,6.80,12/06/1991
4008007,8540,1092,SOIL 0-5 CM,31200,0.05,3.7,109.0,1.0,0.250000,12520.00,0.5,44.0,12.2,39.0,31100,38,9870,1112,0.15,0.05,25.8,1.1,0.45,2.09,10550,0.50,0.14,0.197,201,31,0.058,0.5,3320,0.7,51,74,0.28,7.00,12/06/1991
4008007,8540,1093,SOIL 0-5 CM,28300,0.20,3.6,103.0,0.9,0.260000,11570.00,0.5,40.0,11.4,36.0,29500,36,9240,1095,0.13,0.10,24.4,10.0,0.43,2.16,9720,0.50,0.15,0.221,179,32,0.056,0.5,3220,0.8,46,69,0.27,7.00,12/06/1991
4008008,8362,1094,SOIL 0-5 CM,16400,0.40,51.0,69.7,0.7,0.390000,12310.00,0.5,25.0,9.5,304.0,33500,107,7310,694,0.12,2.90,20.2,7.1,0.48,1.06,1914,1.00,0.23,0.075,174,19,0.088,0.5,3830,2.3,47,255,0.43,6.20,12/06/1991
4008008,8362,1095,SOIL 0-5 CM,14310,0.40,13.3,57.0,0.7,0.450000,9790.00,0.5,25.0,9.0,438.0,29200,121,6740,724,0.10,1.50,20.7,6.1,0.48,1.18,1953,0.90,0.24,0.199,159,19,0.080,0.5,3570,1.3,40,286,0.21,6.70,12/06/1991
4008008,8362,1096,SOIL 0-5 CM,13760,0.20,15.3,53.0,0.7,0.320000,10770.00,0.5,26.0,9.2,384.0,29600,114,7200,752,0.12,2.20,20.8,7.2,0.46,1.20,1988,0.80,0.24,0.179,145,18,0.066,0.5,3840,1.5,41,264,0.22,6.80,12/06/1991
4008009,8541,1097,SOIL 0-5 CM,13540,0.17,0.8,102.0,0.4,0.130000,3740.00,0.5,25.0,6.5,10.0,15560,23,3080,387,0.00,0.05,10.4,5.0,0.22,1.55,1698,0.13,0.11,0.162,195,23,0.031,0.5,2960,0.6,31,62,0.08,5.35,25/06/1991
4008009,8541,1098,SOIL 0-5 CM,12880,0.06,1.2,97.7,0.5,0.150000,4370.00,0.5,22.0,5.6,4.9,11680,22,3060,377,0.03,0.05,8.9,5.0,0.25,0.86,1780,0.14,0.14,0.150,136,28,0.037,0.5,3240,1.3,28,69,0.14,5.95,25/06/1991
4008009,8541,1099,SOIL 0-5 CM,12160,0.05,1.2,91.1,0.5,0.160000,3930.00,0.5,21.0,5.6,4.2,16330,20,2780,373,0.04,0.05,8.5,5.0,0.22,0.81,1650,0.10,0.08,0.126,123,31,0.040,0.5,3050,1.2,27,59,0.10,5.70,25/06/1991
4008010,8544,1100,SOIL 0-5 CM,24100,0.16,3.4,74.6,0.6,0.600000,5000.00,0.5,12.0,3.3,11.0,13170,35,1644,4160,0.18,0.05,6.1,15.0,0.40,0.76,1059,0.60,0.13,0.020,32,7,0.036,0.5,2300,0.8,30,89,0.16,5.90,25/06/1991
4008010,8544,1101,SOIL 0-5 CM,10210,0.00,2.5,93.7,0.6,0.700000,5120.00,0.5,14.0,3.7,9.0,16080,30,1587,5140,0.18,0.40,6.4,10.0,0.43,0.71,996,0.80,0.15,0.144,19,7,0.052,0.5,2330,1.7,33,85,0.22,6.05,25/06/1991
4008010,8544,1102,SOIL 0-5 CM,10400,0.05,2.4,86.0,0.5,0.650000,4630.00,0.5,13.0,3.5,8.0,15280,28,1513,4660,0.18,0.40,6.0,10.0,0.43,0.75,990,0.40,0.22,0.138,19,7,0.053,0.5,2230,1.6,33,81,0.16,5.95,25/06/1991
4008011,8545,1103,SOIL 0-5 CM,23600,0.20,1.6,331.0,0.7,0.280000,7740.00,0.5,38.0,8.4,23.0,21100,36,5380,389,0.00,0.05,16.3,10.0,0.35,1.49,3240,0.40,0.24,0.126,630,28,0.041,0.5,2960,1.4,47,87,0.15,5.75,08/07/1991
4008011,8545,1105,SOIL 0-5 CM,24100,0.10,1.6,275.0,0.8,0.380000,9310.00,0.5,34.0,8.0,17.0,24400,33,6500,417,0.14,0.05,15.5,10.0,0.38,1.37,3190,0.40,0.24,0.272,320,27,0.054,0.5,3080,1.9,45,92,0.18,6.00,08/07/1991
4008012,8546,1106,SOIL 0-5 CM,14530,0.20,2.4,83.3,0.6,0.180000,5930.00,0.5,20.0,5.8,8.0,18880,24,3740,896,0.06,0.06,8.2,5.0,0.27,0.91,2000,0.11,0.17,0.020,186,18,0.040,0.5,2680,0.7,38,49,0.10,6.35,26/06/1991
4008012,8546,1107,SOIL 0-5 CM,13780,0.60,2.6,94.6,0.6,0.250000,8250.00,0.5,22.0,6.3,6.0,20200,23,4320,912,0.06,0.17,9.8,5.0,0.28,0.85,2260,0.20,0.15,0.156,207,20,0.038,1.5,2900,1.3,39,48,0.12,6.60,26/06/1991
4008012,8546,1108,SOIL 0-5 CM,14050,0.40,2.6,95.5,0.6,0.220000,7560.00,0.5,23.0,6.3,8.0,20400,22,4670,1096,0.07,0.05,9.6,5.0,0.27,0.88,2280,0.20,0.18,0.147,201,19,0.045,0.5,2860,1.5,39,48,0.14,6.55,26/06/1991
4008013,8547,1109,SOIL 0-5 CM,9480,0.11,0.5,56.0,0.5,0.110000,14510.00,0.5,17.0,7.9,7.0,17210,15,6570,387,0.00,0.05,8.6,5.0,0.11,0.91,1088,0.13,0.09,0.830,449,26,0.022,0.5,3620,0.7,38,41,0.27,6.55,26/06/1991
1008005,8563,5915,SOIL 0-5 CM,12960,0.30,5.8,44.3,0.5,0.160000,59100.00,0.5,19.0,5.9,13.0,17860,13,17110,529,0.04,0.05,9.8,3.3,0.20,0.63,2580,0.30,0.11,0.154,199,190,0.054,0.5,2470,0.6,26,42,0.24,7.60,03/07/1991
1008013,8370,5937,SOIL 0-5 CM,12190,0.12,4.4,45.1,0.5,0.160000,30100.00,0.5,17.0,5.6,14.0,14880,18,10700,333,0.04,0.90,11.2,7.0,0.17,0.55,2290,0.30,0.12,0.035,176,36,0.065,0.5,2110,1.1,25,43,0.34,6.95,24/07/1991
1008020,8576,5958,SOIL 0-5 CM,9470,0.30,2.7,50.9,0.4,0.360000,44400.00,0.5,15.0,4.6,16.0,16300,51,11040,594,0.10,0.05,8.1,5.7,0.24,0.88,1899,0.40,0.21,0.184,170,47,0.053,0.5,2690,0.8,23,69,0.39,6.70,25/07/1991
